,Brand,Name,ID,sku,comments
99,mac,studio radiance serum powered foundation,pimprod2040797,2613967," * The product is great, but it was really Miguel, the Ulta consultant, who made the experience memorable and assured I would come back and purchase again. Even though it wasn't his primary product area, he spent the time to find just the right foundation color , talk about the benefits of other MAC products and how they work together and was very informative, but not high pressure. He is the reason I will return! * I love this foundation. It has just the right coverage, covers flaws without looking cakey. Gives me an all day glow that looks totally natural. * Love love love this foundation! It's light weight, not a true mat but doesnt make me look shiny. It's buildable, lasts all day and the perfect match. * I swear its been YEARS to find a good base. 

YES the colors aren't solid and theres mot much variation BUT with concealer you add dimension and you're good go! 

I work in a kitchen over steaming soup pots and SWEAR on this!

Its hard ti find something that will stay all day in steam and sweat . ALSO glsses! A life saviour! Cant believe it took me this long to get into MAC. * As an older woman. My skin has changed. This product gives a smooth,  clean result. Great color match. * I sat with the MAC rep and we re-did ALL the foundations and powders for the winter! * Love this foundation …especially in the fall & winter. When skin tends to be drier!!"
100,maybelline,super stay up to 24hr hybrid powder-foundation,pimprod2036593,2603936," * Perfect long lasting and it does not feel cakey * It's just OK. I didn't feel like the color was great at matching and I didn't feel like it really smooth my skin or covered my pores. It also made my skin feel very dry. * O like this product but still looking to see if there is anything else better for my aging oily skin. When I sweat at work and face starts to get oily a few hours before I go home * I have tried way too many cream, liquid, and powder foundations and keep going back to this one. I have been using for years. Even good for mature skin. * 12+ hours of coverage, that will hold up in humid summer Weather, this is my tried & true. Matte. Buildable formula, versatile, light handed with a fluffy brush or pack on with puff for more coverage. On  ""dry"" days, mist with a hydrating spray. * I was looking for something to replace my beloved elf camo powder foundation after they discontinued it but this one is not it. The coverage is nonexistent, and texture is just chalky. Wish i could return but sadly tried too long to make it work and missed the return window. * not a good product for those with large pores or any texture. also wears off so quick"
101,dermablend,flawless creator liquid foundation drops,xlsimpprod16661005,2515171,
102,tarte,amazonian clay blurring powder foundation,pimprod2036934,2604704," * I have oily skin and I used to use the MAC compact but they changed their formula so o switched to this and I couldn't be more happier that I did. 
I'm in my 40s and useless daily. Ladies in our 40s, please don't forget to use setting spray to set the powder so it does not look Cakey or dry. * I have been using this powder foundation for a few months now, and while sometimes it's tricky to find the right primer to put underneath it. I do like it overall. It has a good medium coverage and sits well on my skin. I have combination skin, oily in the t zone, dry on the cheeks. I feel that it blends in with my skin well and while I don't think it lasts 18 hours, I do feel like it lasts almost all day with very minimal touchup.. * Love it! * This was my first time using one of the Tarte foundations and this one did not work for me. I have combination normal/oily skin and this just made my skin very oily and break out. I did return it and switch back to my normal brand * Love Tarte products * Only powder I will ever use! Has a great matt finish and covers so well! * Creamy, yet light. Feels good on the skin."
103,pat mcgrath labs,skin fetish: sublime perfection foundation,pimprod2040434,2613894," * I have dry skin it works well to stop flakiness. Most foundations don't work well with moisturizers and cause separation but not this brand. It melts nicely and looks like skin! And no heaviness * This is a very natural looking foundation.  Although extremely lightweight, it covers amazingly well.  Be careful when applying because it is very watery, but once it sets it gives a nice natural coverage. * I got shade 2, and it pulls WAY too yellow; I looked like I was having kidney failure. I couldn't even focus on the finish or feel because it looked insane. I was really bummed because I've waited years to try this foundation. * This foundation is very ""watery"" which I was warned of but it doesn't bother me and it goes on nicely. The coverage is light but buildable. My skin is prone to oxidizing foundations terribly and this is the best foundation I have found that doesn't oxidize as bad as others on my skin. * this is an amazing foundation. the only con is the bottle. it WILL squirt all over you if you are running low so DO NOT apply in your going out outfit. it stains your clothes * This product has such a light consistency, ince it dries down its like wearing nothing. Lovely medium coverage that can be built upon. Makes skin look perfected and lasts all day * This is such a beautiful foundation. It give enough to cover redness and uneven tones but still looks natural and not heavy. You dont even know you have anything on. Beautiful for mature skin."
104,hourglass,vanish seamless finish foundation stick,pimprod2020481,2575932," * I tried so may expensive foundations brands because I could never find my shade but this one was the perfect one for me!!! I bought the Dior foundation and still try to use my hourglass one even though theres barely product left * I ordered this product twice and returned. Both times the foundation stick was found upside down.  The stick was no longer attached to the base but had detached and was in the cap. There was no way to use this product. * I used the foundation stick manay years ago and was obsessed with the seemless coverage; however, this is not the same foundation stick. They must have changed the formula bc it goes onto your skin terribly and looks cakey, cracked immediately upon application. Ive tried four different types of primer as well as none at all and I still am left with the same look. Do not waste your money. * She went on so nicely, that at first, I was obsessed. That quickly dissipated as I wore her throughout the day. She broke apart, leaving a weird finish on skin. It still looked ok from afar but the moment you got close it was a disaster. I tried and tried again. I thought maybe it's my sunscreen, my serum, my moisturizer. But no matter what I switched out, the same thing happened - goes on great and breaks apart in an hour or two. I returned her :( * I have oily/combo acne prone skin. This product is great on my oily sections and provides a full coverage. It has an insane amount of product, I have used a lot of it and ive had it for over a year yet still have half. It can cling to my pimples a little bit but as i wear it through the day it blends into it. * I have used Hourglass (which I prefer) as well as IT Cosmetics and both have changed the description for their products (from a name to a number and vice versa). I have a number on my Hourglass stick and unfortunately can't reorder online. So frustrating!
IT doesn't even have the description on the product so that sealed the deal for them. Makes no sense why they make it so hard for the consumer. * Good color match and formula. Problem packaging, amount of product, and price. The product was stuck to the cap. I was able to get the product out and place it in a tiny jar. Packaging needs redesign for the price. Can't recommend for this reason."
105,wyn beauty,featuring you hydrating skin enhancing tint spf 30,pimprod2044322,2622290," * Not buying at least 3 bottles in my shade. Now it's sold out. So far, I have enjoyed the coverage on the areas on my face that I'm self conscious about for almost a ""no makeup "" look. It does have a slight smell but nothing too major. The one I bought did have an exp date of 11/25/25, but I haven't had any adverse reactions * I feel this is a truly underrated product. It mixes so good with my foundation and enhances it. I use Estee Lauder Double Wear and il Makiage. I hope this stays on the market. It is a truly great product. You can use it alone and it gives you a natural no makeup finish with a slightly dewy glow. * This blends well with my foundation. It creates such a beautiful velvet finist. The foundation I use il makiage or Estee Lauder double wear. I truly feel this is an underrated product. I use it almost everyday and I love it. Cannot live without it. * Tried but the texture was horrible on my skin. Yea i tend to have dryer skin but i would prime my skin and still if would get sooo cake like . Awful * I love skin tint, this is the opposite of what good skin tint is. it's oily, separates, sticks to dry patches and feels heavy on the skin. I'm sorry I wanted to like it. the pro is nice packing * This is actually very nice. I have a pretty spot on shade match. Very lightweight, comfortable and moisturizing on the face. Pretty glowy so if you prefer a matte skin tint stay away (also if you have very sensitive skin, this may cause itching and breakouts cause the formula is expiring) but the finish is very natural/everyday friendly. I was shocked at the coverage. Can definitely be built up to a medium coverage. Love that theres spf in there and wears surprisingly well. Lasts through my workdays and under the sun while driving. I like the packaging, i think its fun. I take concealer too seriously to try the concealer but this is great for under $10. I enjoy this for basic mundane days where i dont want to use up my nicer product but want to look put together * This product doesn't blend well into skin no matter how well I prep my skin! Gives a very patchy and dry look."
106,hourglass,ambient soft glow foundation,pimprod2033509,2599657," * I wasnt all that jazzed about this foundation at first. I am 51 years old with combination skin and i have been on a years long mission to find a foundation that worked well with my skin. Most foundation looks great when you first put it on, but for me, it starts slipping around as the day goes on and ends up a mess by the end of the day. When I first tried this, it looked a bit cakey and clung to the dry patches on my face, but it didnt move…at all.  Then I tried applying less- like not even a quarter of a pump. That was the ticket! Perfect coverage, no cakiness, and it doesnt budge - all day long. It doesnt feel like anything on my skin. 

Not every product works for every skin type  but this is IT for me! * I really wanted to love this foundation. I love the color match and coverage, however three days in and I noticed acne ALL OVER MY FACE. So sad!!! * I have tried everything out there. Finally found this gem. Looks so natural complexion looks flawless. Light weight. I have mature skin and have lots of spots covers great with little color correction. Little expensive but a little goes a long way. Definitely worth a try * It clung to every dry patch no matter how much I prepped and it separated. * I don't usually write reviews, but I felt like I had to this time—just to give some insight before you spend your money on this foundation.

First off, I LOVE Hourglass. I've been obsessed with their concealers—they've been my go-to for so long—so I really thought I'd love their foundation too… but sadly, I was super disappointed. This foundation is not it.

For reference, I've used Estée Lauder and thought it was decent, but I was still curious to try this one. I always prep my skin well, but even with that, this foundation went on patchy and came off so easily. Ijust didn't sit right. I've never had this issue with my past foundations. Like… what?? 😩

Just wanted to share my experience in case it helps any of you. If you're looking for a reliable, everyday foundation, I honestly don't think this one is worth the price. :( * For context, I have combo to oily skin. I tried this foundation for two weeks. No matter what prep I did, no matter what I set it with, it highlighted every pore and line on my face. It looked cakey and greasy (I used less than 1 pump). It does provide good coverage, and it doesn't feel heavy on the skin. Just didn't work for me. * I had an appointment in the salon for formal makeup for a masquerade ball, and the artist doing my makeup pulled out this brand to use and it was the most perfect shade match Ive ever seen for my skin, I went and bought it immediately"
107,l'orÃ©al,infallible pro-matte liquid longwear foundation,xlsimpprod11861081,2283483,
108,fenty beauty by rihanna,pro filt'r soft matte powder foundation,pimprod2031422,2592359," * My powder foundation (I have used for 30 years) was discontinued so i was in search for something as similar as possible. My daughter found this for me and so far i absolutely love it. The color match is perfect.  It goes on so soft and smooth and there is not a weird or strong smell. * Good coverage. * The first time gave me a rash so I waited a couple of months to make sure it was this and I tried it again and gave a red bumps all over my face. I'm not the only one. There's a lot of bad reviews w the same effect. * Excellent powder foundation for older women.  I don't know why my color doesn't seem to be available anymore though.  What's going on with the limited shade offerings?  Fenty still has all 50 shades on their website! * Ive been using this powder in shade 150 since it came out. All of a sudden theres no lighter shades? Not even one around the color ive been using. I've probably went through 10 of these compacts, and am beyond disappointed. Def gives me the ick for the brand!! * Perfect match for my skin tone. * I did the color match online and they matched me with a Shane that is not even available anymore. At the store I matched with 210 and the consultant said they are not going to carry that shade anymore. why would this supposedly inclusive brand cut all these different shades from their lineup? Now I guess I have to find another brand to buy powder from."
109,covergirl,simply ageless skin perfector essence foundation,pimprod2042952,2618803," * I had high hopes based on feedback from friends, but the product arrived very runny - it was like water and the beige liquid separated and would not blend well together even after I pumped the product onto my hand. I wish I had brought the product into the store for a refund. * If you're a fan of the Chanel Water Fresh Tint $70, then you should definitely try this. Coverage is identical but price difference makes it oh so much better. * i kinda want to gate keep and keep this gem to myself but omg this is amazing on the skin. I have the Chanel les beige tint and this is so comparable. I love it!!!!!!! Please dont ever discontinue * I bought this because I heard it was a dupe for a high end brand.  At first i didnt really care for this foundation but im almost done with the bottle and now I really like it.  I like that its lightweight, hydrating, leaves skin plump and healthy. It also evens out skintone and stays in through the day.  You do have to work it into the skin a little bit to get a even application because of foundation droplets. I like to use a flat (round)foundation brush. Its a very light foundation .. maybe even a skin tint.  Works wells with creams and powders.  I like mixing in some bronzing drops while applying. * I would have given this a higher rating, but this foundation irritated my skin. It made it dry, and small bumps started to appear, as well as making my pores appear larger.  Which is too bad; I would have liked this otherwise.  The first time I applied it, it evened out my blotchiness without having a thick layer of makeup on my skin, but my skin texture got progressively worse every day I wore this makeup.  So, it's not for me. * I love this stuff! Helps even out my skin tone, and for acne I spot conceal. Lasts all day for me (with setting powder and spray) and it feels so lightweight. I like this better then any high end product. * nothing ive used gives the same best-skin finish without looking like im wearing makeup. It also pairs well with all types of concealers, cheek and powder products. 

I know it's a bit expensive for cover girl but this formula is really excellent, and I like it better than what its duping bc it has zero scent. Also a bottle last 8-10months if used everyday. Just need small little dots for a naturally perfect skin look.

Keep this one around Cover Girl!"
110,colourpop,pretty fresh hyaluronic hydrating foundation,pimprod2016944,2566879," * Goes on easy, great coverage, vegan, cruelty free, and great ingredients. * Makeup goes on smoothly and easily applied.  Very nice coverage!! * It's perfect * This is hands down my favorite foundation. I love that it's a buildable coverage without feeling heavy. It covers my blemishes when I need it to, and sits well through working all day and going to the gym. Loves it * Perfect match and long lasting ! * I would recommend this product, especially for the price. I've tried every foundation on the prestigious side and everything looks orange or cakey.  This product is the perfect color, no orange at all, goes on smooth, doesn't leak creases. Highly recommend this! * Im very pale and this is one of a few foundations that worked for me that didnt break the bank, but it was a little thick and transferred"
111,l'orÃ©al,age perfect radiant serum foundation,pimprod2017262,2569315," * Love the beautiful finish this goves me, it has a highend feel. The pale shades look gorgeous on my complexion and does not oxidize. * This product goes on smoothly with a damp sponge. It has medium coverage and can be built up a bit. It lasts a good, long time too. I only gave it four stars because I can't find a shade that works perfectly. They're all a little too orange. * I will definitely buy it again. * Smooth and even application, blends nicely * I tried four shades in this product and none worked.  I used Ulta's shade match tool with no success. * I have used many many foundations over the years. Some I've liked, others not. This is my favorite. I have a combo/dry skin with a few fine lines and this looks lovely on the skin. Nice coverage, minimizes pores, non drying. You need to prep your skin before applying any foundation. I wear the lightest shade ivory, it doesn't oxidize or turn orange. Great foundation. * The coverage is okay but there is no moisturizer or radiance. It makes my skin very dry and cakey."
112,milani,conceal + perfect 2-in-1 foundation + concealer,xlsimpprod17081067,2519968,
113,r.e.m. beauty,sweetener foundation,pimprod2041162,2603299," * Great color match but formula is drying on my skin - I don't think that I would purchase this again. Great brand. * it does not settle well. within a few hours, the foundation will separate and falls into any skin imperfections. I do not recommend this for anyone who has even mild acne scarring, any dryness, or any redness on their skin. * So I actually bought this in the lightest possible shade for a halloween costume because Halloween makeup typically sucks. And oh my god this stuff is amazing! It didnt budge at all and lasted all night. Im going to buy it in my normal shade because I loved it so much. * This foundation is truly the best complexion product. The coverage is so flattering and buildable. However, the best part is that it leaves my skin looking like skin, just more even and blurred! Definitely worth a try, especially for the price!! * Impressed with the formula and packaging * i love this foundation sooo much! i have oily skin and smile lines, this foundation does not budge once applied for me while others come off after around 4 hours! it lasts me my whole school day and after! i love everything r.e.m beauty makes and ari in general!😊 * Great product"
114,chanel,les beiges water-fresh complexion touch,pimprod2037597,2595874," * I've been on a desperate search for a water-based foundation; unfortunately, this is still not it. I'm very pale, but not ailing Victorian child pale. I also have a pink-ish undertone, and that makes it near impossible to find a light color that doesn't make me look like I've been drained of all blood. This stuff is thick, doesn't mix well, and cakes on. I've tried it with primers, moisturizers, thinning it out, using less, using more, setting sprays and powders. The color is off, and there doesn't seem to be an acceptable shade for me, but that aside, the product is just not good. I bought it because of the great reviews, and I'm stoked for those who love it (jealous, even), but this just wasn't for me. I wouldn't deter anyone from trying it, but I wouldn't recommend it, either. I'm still playing with it to see if I can figure out how to make it work for me, but I'm close to giving up. Make of this review what you will. * I absolutely love this. Bought it on a whim and so happy I did. I have combination skin but mostly dry on my T-Zone and this leaves such a gorgous natural finish. However, this is very light coverage. If you're looking for something with more coverage I would not recommend. * I have 56 year old sensitive skin with  some discoloration/visible pores. This foundation gives me a slightly glowy, smooth but natural finish, with medium coverage using 2 pumps of product. I use the UV essential SPF underneath, then use this by applying to the back of my hand, and breaking up the pigments with fingers or brush before application. I will repurchase, even with the premium price, as there is no  comparable product in the market. Also, the shades with B are the neutrals, BR is cooler (r is for rose) and BD are warmer or more golden (dore.) This can be used a spot cover or all over foundation. The included small brush is nice, but only usable under the eyes, or in small areas. I use a larger, dense brush for all over application. the bottle lasts (for me) 4-5 months. * Its natural and mekts into my skin it dont even look like im wearing make up. Im caramel tan and b50 is a perfect match * I discovered this at the airport. Tried it on but didn't purchase it right then. I got to my gate and as I'm waiting for boarding I looked in the mirror by the window in natural daylight, it was flawless! I had to have it lol. So I walked/ran a 30 minute round trip back to the duty free from my gate to get this! That's how much I loved it. I've had it 2 months now, i wear it nearly every day and I'm about halfway through the bottle, a little goes a long way with this. Even though it's a thin consistency you think you need more, you really don't. (I'm 50 btw) * The best foundation i have ever tried for my 40 year old skin! This smooths over absolutoly everything from acne scars to fine lines to big pores, and it is seemless and understandable on the skin. It doesnt sit on top of skin or add any texture. I hope Chanel keeps this forever!! 

I tried water tint and it's fine. I feel like it performs like many other tints and makes me look greasy. This newer touch one leaves me flawless! I've gone theough hundreds of foundations looking for this effect. I love this so much. I get compliments everytime I wear it. Never discontinue! * Finding a water based foundation is difficult. I stumbled across this foundation about a year ago and have used it ever since. In the beginning I had some trouble getting it to look good on my skin. I realized I had to MIX till it was uniform and then put it on. With a powder on top it looks decent, it's thin and non blurring so my texture shows just a little bit. It's been workable, it doesn't break me out and it being water based helps keep my grease prone skin in check.  I am falling out of love with it recently. The most recent bottle feels different in some way. It feels greasier. I look pasty and it gives me uncanny valley vibes. I am pretty pale, but not sickly looking like this foundation shows me to be. At the price tag, I don't care to go and buy another shade. It has been my go to for so long but I am ready to branch out to other water based skin tints. I'm sure this works for people so I'm not going to say I don't recommend it, I am not offended that after a year it stopped working for me. It's thin, but will quickly build and be cakey if you put too much on. It's not something I could ever put on my skin without powder to set it."
115,juvia's place,i am magic velvety matte foundation,pimprod2006831,2550494," * Been ising it for about 5 yrs now * This is the first foundation that blends well on my skin tone. * Have been using this foundation since 2021 (I think) I immediately fell in love with it, but since I am a makeup lover I still bought other trendy foundations to just try out and have before quickly realizing that NOTHING will ever beat this foundation, it has been over 4 years and this is still the only thing I will ever be putting on my face! Right now I have 3 back up foundations and anytime it's on sale I buy more just in case. If you don't like full glam makeup stay away, the coverage on this is insane. My biggest fear is this foundation or my shade getting discontinued because I will actually go feral and probably try and protest in front of the Juvia's place office. 10/10 that is all. * This foundation is so full coverage, but it still looks so natural on the skin. It mixes well with a lighter or darker pigment to customize tour shade, and it lasts beautifully. Absolutely worth the prize, because you only need just a little to get a face full of coverage. * I've wanted to try Juvia's foundation for a long time and finally did. In choosing the best shade, I purchased three colors (510, 435, 440) to mix and match and that worked well. It's full coverage which I love! A little goes a long way. I do recommend that you use a good primer first. * This foundation is perfect. It has a full coverage with a flawless finish. There are many colors to choose from. I have tried low priced brands and high priced brands, but I extremely happy with this one. I have brought it again and again. * This is the perfect make up for me !! I have been using it for about 5 years.  Nothing else that I tried gave me the results as this make up.  I would highly recommend it for anyone who is not an every day makeup wearer."
116,juice beauty,phyto-pigments flawless serum foundation,xlsimpprod13521059,2295701,
117,tarte,shape tape cloud cc cream broad spectrum spf 15 sunscreen,pimprod2030161,2590218," * This feels weightless and helps my skin feel soft.  I really like that it has sunscreen in it.  I like a multi-tasking products. * I LOVE this foundation. Perfect Match. I heard it was discontinued and was so bummed. But it isn't!!! Thank goodness!! Here it is. I have an extremely hard time finding a match for my pale skin. Thank you soooo much! Buyer for life.. * Great makeup either an older people like me and they're 60s covers blemishes and age spots pretty well * Honestly it's pretty great! Color matched perfect and the application feels more like foundation w/ light coverage. I apply it with a beauty blender, finish with Elf hi-Def setting powder and I'm out the door! Try it for yourself :) * For a long time, instead of using foundation I used either Shape Tape or Born This Way where I need it most and would just blend it out onto my moisturizer.  This summer I developed some really bad sunspots and no matter how much corrector/concealer I'd use, my skin would look grey where the sun spots were.  One day, I tried this because I had gotten a sample and omg it has saved me!  I finally felt comfortable going out again without thinking everyone was staring at me.  The weird part was, it wasn't as heavy or full coverage as my concealer but worked 100x better.  Well, I'm finally at the end of that little tube and also, I now need a lighter color, so here I am.  

This CC cream is better than any other I've tried, it somehow has great coverage but looks incredibly soft and natural.  I'm also able to use it where I need it without seeing lines of demarcation.  This is most definitely an unsung hero and I'm baffled as to how it doesn't have a better rating. * I came in today looking for the tarte BB cream, but saw the cloud CC cream and went with it instead.  It matched well, covered great & has a light feel.  However, I got home and went on the tarte website only to discover it's already been discontinued.  😩 WHY?!? * I love Tarte. Not my favorite foundation, but its great for every day or summertime."
118,exa,high fidelity foundation,pimprod2019009,2573283," * ECSTATIC IN AN UNDERSTATMENT!!! I have been searching for a foundation like this for YEARSSS. (I have super sensitive combo skin leaning dry. Liquid foundations always look terrible on me after 1 hour. I do great skin prep too!) Lightweight, breathable foundation, quality ingredients, minimal ingredients, fragrance free, light to medium coverage, skin like finish, 6 to 8 hour wear still looking flawless, doesnt dry my skin out, doesnt irritate my skin, doesnt cling to dry patches, COLOR MATCH ON POINT, skincare ingredients, AFFORADABLE, anti-pollution (I live in SLC, worst air quality/pollution here) I  literally cried when i first put this foundation on i was so blown away at how perfect it was. PLEASE PLEASE PLEASE NEVER EVER discontinue or reformulate. I am a customer for life and this foundation has changed my life. * very skin like finish! no fuss foundation. * This is an undetectable foundation on my mature, dry skin, though it can build easily for extra coverage. I will just add additional drops on those darker spots, which still peek through but look more homogenous. But coverage is not my main concern, so this winner maintains the slightly dewy glow over a well -prepped skin base, still looking un made-up by the end of the day. Also, goes over mineral sunscreen flawlessly. IMO it is on par with Haus Labs, Nars Radiant LIght, MUF reboot; my other favs. I am trying another shade, though am happy with Katey, the match I found via the skin models- so that's my recommendation for finding your shade, rather than the description. It is on sale, so... TRY IT! * I'm assuming this foundation is on clearance because of quality issues… I received my order and the formula is completely separated and cannot be mixed back together to a good consistency. * I was so surprised when i first used it, my skin looked like skin. I like a lightweight natiral finish and this gives me exactly that! It also stays on all day/night, only thing is that it oxidizes a little bit but not wnything drastic. Has been my go-to foundation for over a year already! * good match for hard shade (fair/light olive) and good for sensitive/acne prone/scar/texture skin. decent coverage but feels light and natural. but doesnt really set (makeup smudges on my cat) & taking the top off pulls the entire pump out sometimes * I have used this foundation for a few years and it's never let me down. I fluctuate between a range of their lighter, cool toned shades depending on the time of year. I have sensitive, acne prone skin and this doesn't make me break out. A few things I've learned along the way: 

*A thin base layer will cover most spots and uneven tones. If you need more coverage, then spot treat with a little more foundation.
*It pairs beautifully on top of Nudestix tinted sunscreen.
*Applies well with brushes or sponges, but better with your fingers.
*A stippling, dabbing motion is the best method to apply the thin layers.

I'm 41, and I receive many compliments on my skin when I wear this foundation, and I feel like I look more youthful with this on. I will definitely continue to repurchase!"
119,bareminerals,original pure serum radiant natural liquid foundation mineral spf 20,pimprod2040524,2611614," * I used to use Juice Beauty which I loved, but for some reason, Ulta decided not to carry it anymore. So, I had to find something else and decided to try Bare Minerals.The applicator was weird to start with - kind of jagged. The formula was very thick and sat on top of my skin. It never fully blended in and I looked like I was in the circus with cakey makeup. I returned it. * This is an amazing product. I was so happy to find something I really loved. Wirked great with my skin. But, now they no longer make my shade. Guess I have to find something else… Sucks! I Really loved this product. * I usually get the Bare Pro, but on a recommendation by a consultant at Ulta, I tried the serum. I am 50 and my skin is changing. This one is good for light coverage and is has a nice sheen to it that makes your skin look fresh. I will continue to use the Bare Pro for days that I want more coverage. But the serum is a nice change. * This product is somehow dry and greasy-looking at the same time... and  it was so runny I found it hard to work with. It has poor coverage and no matter what I tried I could not get it to stop settling/separating and emphasizing lines and texture. It looked so bad I had to return it. * Almost $150 later the products that the associate picked out for me via the description I gave her was the absolute opposite when I got home and tried it on my face for work and I am a general manager and customer service very dissatisfied. * I recently had an associate at Ulta help me select a new foundation. I told her I had mature oily skin and I wanted a lightweight foundation with sunscreen. She picked this Bare Minerals serum foundation and put a small sample on my face. Honestly, it looked pretty nice in the store but by the time I got home the product had settled into every fine line, wrinkle, and pore. I thought it was just because I hadn't put a primer on and decided to keep trying at home. NOPE -- still horrible in every way possible. To make it worse, the cap doesn't come off easily, and in my efforts to twist and turn it off, I accidentally loosened the lid and foundation went flying EVERYWHERE. Took forever to clean it off counters and mirrors because it just smeared. Horrible product and packaging. I don't know how anyone can successfully wear or even use this product. * I love bare minerals and have used the original loose powder foundation but it wasn't sitting right on minute skin anymore so thoigh I would try the serum foundation.  Still did not work well with my dry skin. I will be returning"
120,nyx professional makeup,can't stop won't stop 24hr full coverage matte foundation,xlsimpprod18871063,2531978,
121,tarte,travel-size face tape full coverage foundation,pimprod2012651,2557013," * I have normal to dry skin and wore this foundation just 4 hours in and it begins to break up in my face. Primer, no primer, powder, setting spray, regardless of how I prep the skin this foundation does not last (I always do skin prep of course). Im not sure how this foundation has such a high rating, it's absolutely horrible and my skin isnt even that finicky. I have some minor blemish hyperpigmetation in my 30 year okd skin and some fine lines because we're all human. It breaks down, looks patchy, unblended and extremely cakey. 0/10 would not recommend. I never have done a review on a makeup product before because I can usually make it work to some degree, but I had to do a review on this one because its SO bad. * This item size is NOT worth the money. This is only .3 of an oz in size. This size is good if someone wants to try it out and wants to spend that money for it. This bottle will not last but maybe 3-4 full applications if that, for reference. I should have just bought the full size. * I ordered this on a sale where you buy one mini and get one free. They only sent me one and then when I contacted them refused to give me what I payed for. When I ordered it showed the buy one get two free in my cart. I wouldn't have paid this much money for one mini! I don't know if I will keep shopping at Ulta. I am seeing better deals other places and have spent so much money here when other places have bigger bottles for cheaper. * I'm very impressed with this product. The coverage is excellent but it feels very light on the skin. * I love Tarte  especially the shape tape foundation and concealer. I have used this in the past no problem,  this time it seemed dry and thick. I looked it up manufacturing date,  over six years ago! I don't understand why all Ulta is selling such old products?  I'm actually afraid to shop there now. * Color was too dark but that was my error in choosing the shade; however, the product is heavy and very shiny * Cheaper alternative but works amazing"
122,youthforia,date night skin tint serum foundation,pimprod2040786,2613504," * Shade range * not every product works best for everyone but this product is the best foundation i've ever had. use the NYX faceglue primer n setting spray w this foundation n it's the perfect combo! natural dewy look but carslan setting powder gives matte filter * Horrible * I have tried everything and this one is the best! This glides on easily, nice coverage and leave my skin with dewy and seamless finish * Oxidizes red * I dont love the brand for what they did but i wanted to try them for myself honestly its tricky product cause its really only performed well on bare face with no  skincare no primers or it looks terrible but after a few days of using it every day it gave me deep under the skin pianful cystic acne since its the only product on my face im using i know its her * I am 54 years old. Have been struggling to find a good foundation that didn't look like foundation. This is perfect! Absolutely love it. Stays in place, doesn't fall into wrinkles and fine lines. Looks like skin and not a bunch of makeup on my face. I am very happy!"
123,revolution beauty,skin silk serum foundation,pimprod2043761,2618615," * Finding the right shade was difficult. Theyre not very accurate to the photos or descriptions and you cant see it through the bottle. Its otherwise a decent product. I dont hate it but i likely wont buy it again. * Not bad but not so good * I am 34 with combination/oily skin. I was looking for a lighter feeling foundation that wasn't full, cakey coverage but still covered redness and imperfections. With oily skin, finding something that doesn't slide right off my face like an oil slick is tough. This is perfect!! I do my skincare as normal, do one spritz of mattifying spray before adding foundation, and this lasts allllllll day. My first touch up is 10 hours into my day. This has become my new go to for work days. * This beautiful formula has made it so i dont have to pay a ton for the high end foundations I was using! Perfect for a night out or everyday! * I love how this looks on my 51 year old face. I found it searching for a medium coverage foundation, though it does lean closer to full coverage. It is VERY hard to tell what color is in the bottle, there are no descriptions of the colors at ULTA, you have to look on line. I wish there were testers in store! Otherwise, I love it! * Having mixed skin. I prepped my skin before using this product & noticed the foundation would cling & look like it was peeling. I tried without prepping & looks good at first & gets bad as it sets. I personally didn't have a good experiencex * This is absolutely gorgeous when first applied. It goes on like a dream and the shade range is great. The shade match is the best I've ever found.

Unfortunately, after 4-5 hours of wear, it gathers in the creases at the side of my nose and slips off my face, no matter what primer I use or how good my setting spray is. I really wish it performed better, because it would be my HG if it did."
124,estÃ©e lauder,double wear makeup pump,xlsimpprod16321438,2515746,
125,revolution beauty,conceal & define full coverage foundation,pimprod2000323,2536558," * Great choice to cover imperfections * I have used revolution makeup for about two years now and this is a product I keep returning to. * I've been using this a couple of years. I love Revolution products! * After trying more expensive brands like Hourglass, Urban Decay, and IT Cosmetics, I'm still in love with Revolution Beauty 5 years later. It's a great value and applies easily with a sponge, brush, or fingers. Also, I have super dry skin in the winter, and it doesn't flake! * I have used this product since i was 16. Its got amazing coverage, and when i had acne it didn't accentuate it one bit. Now that Im in my mid 20s i still reach for it, it doesnt feel heavy and it lasts me all day. It has to do with technique too, on any foundation tbh, I prefer to build and blend until I get it just right. I love the applicator too. * I started using this foundation in 2022 and havent used a different once since! With acne (cystic) it easily applies and as long as you dont touch your face too much it lasts for hours! This product seriously changed my life. (I pair it with the Glow Watermelon moisturizer as a primer/base) . * When i applied it looked a little too pink for me, by the end of the day it got very cake-y and had gone very orange. I loved the price and texture at first but I think I will be stickinh with my tarte for now."
126,estÃ©e lauder,double wear maximum cover camouflage foundation for face and body spf 15,xlsimpprod16501415,2511727,
127,maybelline,fit me dewy + smooth foundation,xlsimpprod2980151,2225223,
